user_idx,genre,content_id,similarity,is_home,is_drama,is_movie
541,교육/학습,cjc|M5189602LFOM51770901,0.318495005,1,0,0
541,스포츠,cjc|M5157318LFOL56972701,0.763658129,1,0,0
541,스포츠,cjc|M5157320LFOL56972901,0.611855757,1,0,0
541,스포츠,cjc|M5209742LFON04505501,0.574482037,1,0,0
541,스포츠,cjc|M5014237LFOI72271501,0.551362772,1,0,0
541,스포츠,cjc|M0341501LFO208266701,0.506171625,1,0,0
541,스포츠,cjc|M0341503LFO208266901,0.506171625,1,0,0
541,스포츠,cjc|M0341504LFO208267001,0.506171625,1,0,0
541,스포츠,cjc|M0340515LFO208266601,0.506171625,1,0,0
541,스포츠,cjc|M0341509LFO208267501,0.506171625,1,0,0
541,스포츠,cjc|M0341508LFO208267401,0.506171625,1,0,0
436971,기타,cjc|M0469509LSGI10515201,0.927632457,1,0,0
436971,기타,cjc|M4588127LSG898305801,0.913156494,1,0,0
436971,기타,cjc|M4418756LFOJ02934901,0.898648596,1,0,0
436971,기타,cjc|M5141428LSGL09405301,0.892243399,1,0,0
436971,기타,cjc|M5143124LFOL74587001,0.867783919,1,0,0
436971,기타,cjc|M0468524LSG301782201,0.850425129,1,0,0
436971,기타,cjc|M5184445LSGM34744001,0.843546358,1,0,0
436971,기타,cjc|M5169991LSVL85357401,0.834525678,1,0,0
436971,기타,cjc|M5194516LSGM64054301,0.830595677,1,0,0
436971,기타,cjc|M4824674LFOE35437601,0.820624454,1,0,0
436971,다큐/교양,cjc|M5141837LSGL09285601,0.9049658,1,0,0
436971,다큐/교양,cjc|M4996003LSVK92225101,0.888843041,1,0,0
436971,다큐/교양,cjc|M5046264LSVJ40193401,0.88489881,1,0,0
436971,다큐/교양,cjc|M0408719LSVE83197701,0.871560134,1,0,0
436971,다큐/교양,cjc|M5043914LSGJ88389601,0.863902878,1,0,0
436971,다큐/교양,cjc|M5161051LSGL64723301,0.851813134,1,0,0
436971,다큐/교양,cjc|M0445589LSGL12933401,0.832606039,1,0,0
436971,다큐/교양,cjc|M5016253LFOI75024601,0.824955371,1,0,0
436971,다큐/교양,cjc|M5137806LSGK95350701,0.799962425,1,0,0
436971,다큐/교양,cjc|M4836739LSVE73228301,0.785893739,1,0,0
436971,예능/오락,cjc|M4433333LSGG76668401,0.878204877,1,0,0
436971,예능/오락,cjc|M5220978LSGN35241701,0.864609105,1,0,0
436971,예능/오락,cjc|M4957389LSGM47785501,0.856867414,1,0,0
436971,예능/오락,cjc|M4684312LSGI99167601,0.855757474,1,0,0
436971,예능/오락,cjc|M4862964LSGM64525301,0.848167523,1,0,0
436971,예능/오락,cjc|M4689850LSGJ29470801,0.845155855,1,0,0
436971,예능/오락,cjc|M4492401LSGK58046901,0.843569404,1,0,0
436971,예능/오락,cjc|M4750005LSGK11010101,0.839589531,1,0,0
436971,예능/오락,cjc|M4759315LSGK52134901,0.837426151,1,0,0
436971,시사/교양,cjc|M4934263LSGJ33562401,0.943161538,1,0,0
436971,시사/교양,cjc|M4795815LSGL46958001,0.907886461,1,0,0
436971,시사/교양,cjc|M4582200LSGH01837401,0.902199221,1,0,0
436971,시사/교양,cjc|M4972802LSGK16996601,0.874559594,1,0,0
436971,시사/교양,cjc|M5081790LFOK21253001,0.871636741,1,0,0
436971,시사/교양,cjc|M5159540LFOL90361601,0.862648901,1,0,0
436971,시사/교양,cjc|M4934405LSGJ60787501,0.849330667,1,0,0
436971,시사/교양,cjc|M4662698LSGL37866201,0.849066945,1,0,0
436971,시사/교양,cjc|M5221002LSGN35274301,0.848494639,1,0,0
436971,시사/교양,cjc|M4998376LFOI38173601,0.830595677,1,0,0
436971,건강/생활정보,cjc|M5189501LFOM54583701,0.783354619,1,0,0
436971,건강/생활정보,cjc|M4957866LSGH43982101,0.728383607,1,0,0
436971,건강/생활정보,cjc|M4950337LSGH11449501,0.617310006,1,0,0
436971,건강/생활정보,cjc|M4950221LSGH19807401,0.527641963,1,0,0
436971,건강/생활정보,cjc|M4784726LSGI63868601,0.421588892,1,0,0
436971,건강/생활정보,cjc|M5013073LFOI69749501,0.355997802,1,0,0
436971,건강/생활정보,cjc|CJKC1906201750078589,0.313799623,1,0,0
436971,키즈/어린이,cjc|M4775859LSGF83126901,0.954776834,1,0,0
436971,키즈/어린이,cjc|M4609539LSGJ27300401,0.907267649,1,0,0
436971,키즈/어린이,cjc|M5070066LSGJ98200101,0.886132842,1,0,0
436971,키즈/어린이,cjc|M5084832LSVK45493901,0.848237978,1,0,0
436971,키즈/어린이,cjc|M5082821LSVK45496501,0.848237978,1,0,0
436971,키즈/어린이,cjc|M5181015LSGM25222701,0.835466004,1,0,0
436971,키즈/어린이,cjc|M5213230LSGN16281901,0.818653351,1,0,0
436971,키즈/어린이,cjc|M4564794LSGB45367001,0.818572063,1,0,0
436971,음악/공연,cjc|M5059060LFOJ69535101,0.933270674,1,0,0
436971,음악/공연,cjc|M5044005LFOJ32752501,0.792936446,1,0,0
436971,음악/공연,cjc|M5011216LSGK38724701,0.789304005,1,0,0
436971,음악/공연,cjc|M5069495LFOJ93603101,0.77514055,1,0,0
436971,음악/공연,cjc|M5074726LFOK05699901,0.750970208,1,0,0
436971,음악/공연,cjc|M5022498LFOI87274101,0.749898708,1,0,0
436971,음악/공연,cjc|M5037736LFOJ22754301,0.741326764,1,0,0
436971,음악/공연,cjc|M5063495LFOJ78486101,0.71637732,1,0,0
436971,음악/공연,cjc|M4793995LSGD74216001,0.700974764,1,0,0
436971,음악/공연,JCN|JCN20190225174001201,0.675959979,1,0,0
436971,코미디,cjc|M5170649LSVL88330201,0.941335195,1,0,0
436971,코미디,cjc|M5165109LSVL71140201,0.940633264,1,0,0
436971,코미디,cjc|M4590386LSGM07489401,0.924703952,1,0,0
436971,코미디,cjc|M4858233LSVI79010201,0.918470809,1,0,0
436971,코미디,cjc|M5086744LSVK39830301,0.900232473,1,0,0
436971,코미디,cjc|M4974717LSGI39479001,0.898925864,1,0,0
436971,코미디,cjc|M5046265LSVJ40193301,0.896456464,1,0,0
436971,코미디,cjc|M4997643LSVI42161001,0.89128386,1,0,0
436971,코미디,cjc|M4496097LSGK25175301,0.885291183,1,0,0
436971,코미디,cjc|M4299754LSG449007801,0.884149191,1,0,0
436971,드라마,cjc|M4997533LSVK07058601,0.950050123,1,0,0
436971,드라마,cjc|M4973227LSGH86354801,0.940378714,1,0,0
436971,드라마,cjc|M4653703LSGJ51428601,0.926388747,1,0,0
436971,드라마,cjc|M4994557LSVI39248701,0.926360182,1,0,0
436971,드라마,cjc|M5154457LSVL48757501,0.924760981,1,0,0
436971,드라마,cjc|M4888773LSGI38302401,0.917987452,1,0,0
436971,드라마,cjc|M4486090LSGJ91037701,0.914882174,1,0,0
436971,드라마,cjc|M4678186LSVA98927101,0.911359993,1,0,0
436971,드라마,cjc|M0319839LSGK67152101,0.90867265,1,0,0
436971,드라마,cjc|M4109881LSG395668601,0.907342389,1,0,0
436971,공포/스릴러,cjc|M4769781LSGI39583001,0.933463982,1,0,0
436971,공포/스릴러,cjc|M5144036LSGL15399401,0.932623986,1,0,0
436971,공포/스릴러,cjc|M5153083LFOL44235301,0.923755428,1,0,0
436971,공포/스릴러,cjc|M4840931LSGJ44640701,0.923143003,1,0,0
436971,공포/스릴러,cjc|M4896521LSGI38604401,0.919963728,1,0,0
436971,공포/스릴러,cjc|M4980892LSGI39493101,0.913527138,1,0,0
436971,공포/스릴러,cjc|M4922229LSGK66802201,0.910277327,1,0,0
436971,공포/스릴러,cjc|M4903512LSVI38255101,0.906111058,1,0,0
436971,공포/스릴러,cjc|M5077040LSVK31382401,0.90369412,1,0,0
436971,애니메이션,cjc|M5085474LFOK96737501,0.95359515,1,0,0
436971,애니메이션,cjc|M4878927LSGF40611301,0.918317853,1,0,0
436971,애니메이션,cjc|M4723163LSGD91988801,0.897152084,1,0,0
436971,애니메이션,cjc|M5018432LSGL57068001,0.887025949,1,0,0
436971,애니메이션,cjc|M5013793LSGJ01715201,0.88092461,1,0,0
436971,애니메이션,cjc|M5013647LSGI86238801,0.880385103,1,0,0
436971,애니메이션,cjc|M0469441LSG288620101,0.879516316,1,0,0
436971,애니메이션,cjc|M5095888LSGK76794801,0.872730826,1,0,0
436971,애니메이션,cjc|M5204255LSGM94690101,0.868343319,1,0,0
436971,애니메이션,cjc|M4686774LSVB17390601,0.866620118,1,0,0
436971,로맨스,cjc|M4966002LSVH60560001,0.947553139,1,0,0
436971,로맨스,cjc|M5011222LSGL16325101,0.944888985,1,0,0
436971,로맨스,cjc|M5094290LSVK72211001,0.920680381,1,0,0
436971,로맨스,cjc|M5214242LSVN17740201,0.916025164,1,0,0
436971,로맨스,cjc|M4883773LSVF49552201,0.915392272,1,0,0
436971,로맨스,cjc|M4212554LSG545909801,0.909812817,1,0,0
436971,로맨스,cjc|M5051392LSVJ52437201,0.907105959,1,0,0
436971,SF/판타지,cjc|M0370498LSG229656101,0.975069927,1,0,0
436971,SF/판타지,cjc|M4406832LSG594524301,0.92673291,1,0,0
436971,SF/판타지,cjc|M0415373LSGJ15193501,0.921565424,1,0,0
436971,SF/판타지,cjc|M4949951LSGI39301701,0.906131514,1,0,0
436971,SF/판타지,cjc|M4243778LSG408747301,0.877076742,1,0,0
436971,SF/판타지,cjc|M4434565LSGJ90744901,0.851064992,1,0,0
436971,SF/판타지,cjc|M5126631LSVK72710101,0.846687116,1,0,0
436971,SF/판타지,cjc|M4576803LSG878195401,0.837094434,1,0,0
436971,SF/판타지,cjc|M4104550LSG317370101,0.819935945,1,0,0
436971,액션/무협,cjc|M4971572LSGH78319701,0.967127542,1,0,0
436971,액션/무협,cjc|M5023432LSGI88717401,0.937434506,1,0,0
436971,액션/무협,cjc|M5086741LSVK50722901,0.928518669,1,0,0
436971,액션/무협,cjc|M4961696LSVH60292001,0.928517894,1,0,0
436971,액션/무협,cjc|M5220116LSVN35617801,0.924591209,1,0,0
436971,액션/무협,cjc|M4609156LSGM45241201,0.921594519,1,0,0
436971,액션/무협,cjc|M4379580LSGK90970201,0.917451909,1,0,0
436971,액션/무협,cjc|M4999577LSGI40730201,0.915782128,1,0,0
436971,액션/무협,cjc|M4304551LSVH60353101,0.915193805,1,0,0
436971,액션/무협,cjc|M4784581LSVE73254101,0.914551896,1,0,0
436971,교육/학습,cjc|M4670579LFOL15993401,0.744711343,1,0,0
436971,교육/학습,cjc|M5027600LFOJ01172801,0.667350104,1,0,0
436971,교육/학습,cjc|M5027835LFOJ01220301,0.610889774,1,0,0
436971,교육/학습,cjc|M4335785LFOK72305801,0.566816236,1,0,0
436971,교육/학습,cjc|M4311880LSGK60808001,0.493392526,1,0,0
436971,교육/학습,cjc|M4382206LSGG38163701,0.450476079,1,0,0
436971,교육/학습,cjc|M4304573LSGK38761701,0.41743293,1,0,0
436971,교육/학습,cjc|M4336084LFOK76728701,0.412912516,1,0,0
436971,교육/학습,cjc|M4489619LFO720528201,0.347884055,1,0,0
436971,교육/학습,cjc|M0452776LFOG50017301,0.342378118,1,0,0
436971,스포츠,cjc|M5157320LFOL56972901,0.740515201,1,0,0
436971,스포츠,cjc|M0341502LFO208266801,0.631071784,1,0,0
436971,스포츠,cjc|M0341504LFO208267001,0.631071784,1,0,0
436971,스포츠,cjc|M0341503LFO208266901,0.631071784,1,0,0
436971,스포츠,cjc|M0341506LFO208267201,0.631071784,1,0,0
436971,스포츠,cjc|M0340515LFO208266601,0.631071784,1,0,0
436971,스포츠,cjc|M0341501LFO208266701,0.631071784,1,0,0
436971,스포츠,cjc|M0341505LFO208267101,0.631071784,1,0,0
436971,스포츠,cjc|M0341509LFO208267501,0.631071784,1,0,0
436971,스포츠,cjc|M0341508LFO208267401,0.631071784,1,0,0
449791,기타,cjc|M5169991LSVL85357401,0.843528219,1,0,0
449791,기타,cjc|M5143124LFOL74587001,0.834124697,1,0,0
449791,기타,cjc|M5184445LSGM34744001,0.831961711,1,0,0
449791,기타,cjc|M5023955LSGI92259301,0.816538002,1,0,0
449791,기타,cjc|M4418756LFOJ02934901,0.815340696,1,0,0
449791,기타,cjc|M5195372LSVM66919401,0.774849113,1,0,0
449791,기타,cjc|M5074069LSVK03250101,0.76126611,1,0,0
449791,기타,cjc|M5171664LFOL92745901,0.760934488,1,0,0
449791,기타,cjc|M4270685LSGJ64004801,0.749779344,1,0,0
449791,다큐/교양,cjc|M5141837LSGL09285601,0.859509495,1,0,0
449791,다큐/교양,cjc|M5159202LSGL81879401,0.850811479,1,0,0
449791,다큐/교양,cjc|M4836739LSVE73228301,0.834518365,1,0,0
449791,다큐/교양,cjc|M4981340LSGK28768901,0.833991674,1,0,0
449791,다큐/교양,cjc|M0408719LSVE83197701,0.825542167,1,0,0
449791,다큐/교양,cjc|M5020780LFOI82963101,0.818809285,1,0,0
449791,다큐/교양,cjc|M4753855LSGF27406001,0.804828146,1,0,0
449791,다큐/교양,cjc|M5193604LSGM63810001,0.773590431,1,0,0
449791,다큐/교양,cjc|M5043914LSGJ88389601,0.766651684,1,0,0
